Asus;6;5;-15;1;-155;S
Asus;6;5;-15;0;-155;S
Asus;6;5;-15;-1;-155;S
Asus;6;5;-15;-2;-155;S
Asus;6;5;-15;-3;-155;S
Asus;6;5;-15;-4;-155;S
Asus;6;5;-15;-5;-155;S
Asus;6;5;-15;-6;-155;S
Asus;6;5;-15;-7;-155;S
Asus;6;5;-15;-8;-155;S
Asus;6;5;-15;-9;-155;S
Asus;6;5;-15;-10;-155;F
Asus;6;5;-15;-11;-155;F
Asus;6;5;-15;-12;-155;F
Asus;6;5;-15;-13;-155;F
Asus;6;5;-15;-14;-155;F
Asus;6;5;-15;-15;-155;F
Asus;6;5;-15;-16;-155;F
Asus;6;5;-15;-17;-155;F
Asus;6;5;-15;-18;-155;F
Asus;6;5;-15;-19;-155;F
Asus;6;5;-15;-20;-155;F
Asus;6;5;-14;20;-155;F
Asus;6;5;-14;19;-155;F
Asus;6;5;-14;18;-155;F
Asus;6;5;-14;17;-155;F
Asus;6;5;-14;16;-155;F
Asus;6;5;-14;15;-155;F
Asus;6;5;-14;14;-155;F
Asus;6;5;-14;13;-155;F
Asus;6;5;-14;12;-155;F
Asus;6;5;-14;11;-155;F
Asus;6;5;-14;10;-155;F
Asus;6;5;-14;9;-155;F
Asus;6;5;-14;8;-155;F
Asus;6;5;-14;7;-155;S
Asus;6;5;-14;6;-155;S
Asus;6;5;-14;5;-155;S
Asus;6;5;-14;4;-155;S
Asus;6;5;-14;3;-155;S
Asus;6;5;-14;2;-155;S
Asus;6;5;-14;1;-155;S
Asus;6;5;-14;0;-155;S
Asus;6;5;-14;-1;-155;S
Asus;6;5;-14;-2;-155;S
Asus;6;5;-14;-3;-155;S
Asus;6;5;-14;-4;-155;S
Asus;6;5;-14;-5;-155;S
Asus;6;5;-14;-6;-155;S
Asus;6;5;-14;-7;-155;S
Asus;6;5;-14;-8;-155;S
Asus;6;5;-14;-9;-155;S
Asus;6;5;-14;-10;-155;F
Asus;6;5;-14;-11;-155;F
Asus;6;5;-14;-12;-155;F
Asus;6;5;-14;-13;-155;F
Asus;6;5;-14;-14;-155;F
Asus;6;5;-14;-15;-155;F
Asus;6;5;-14;-16;-155;F
Asus;6;5;-14;-17;-155;F
Asus;6;5;-14;-18;-155;F
Asus;6;5;-14;-19;-155;F
Asus;6;5;-14;-20;-155;F
Asus;6;5;-13;20;-155;F
Asus;6;5;-13;19;-155;F
Asus;6;5;-13;18;-155;F
Asus;6;5;-13;17;-155;F
Asus;6;5;-13;16;-155;F
Asus;6;5;-13;15;-155;F
Asus;6;5;-13;14;-155;F
Asus;6;5;-13;13;-155;F
Asus;6;5;-13;12;-155;F
Asus;6;5;-13;11;-155;F
Asus;6;5;-13;10;-155;F
Asus;6;5;-13;9;-155;F
Asus;6;5;-13;8;-155;F
Asus;6;5;-13;7;-155;S
Asus;6;5;-13;6;-155;S
Asus;6;5;-13;5;-155;S
Asus;6;5;-13;4;-155;S
Asus;6;5;-13;3;-155;S
Asus;6;5;-13;2;-155;S
Asus;6;5;-13;1;-155;S
Asus;6;5;-13;0;-155;S
Asus;6;5;-13;-1;-155;S
Asus;6;5;-13;-2;-155;S
Asus;6;5;-13;-3;-155;S
Asus;6;5;-13;-4;-155;S
Asus;6;5;-13;-5;-155;S
Asus;6;5;-13;-6;-155;S
Asus;6;5;-13;-7;-155;S
Asus;6;5;-13;-8;-155;S
Asus;6;5;-13;-9;-155;S
Asus;6;5;-13;-10;-155;F
Asus;6;5;-13;-11;-155;F
Asus;6;5;-13;-12;-155;F
Asus;6;5;-13;-13;-155;F
Asus;6;5;-13;-14;-155;F
Asus;6;5;-13;-15;-155;F
Asus;6;5;-13;-16;-155;F
Asus;6;5;-13;-17;-155;F
Asus;6;5;-13;-18;-155;F
Asus;6;5;-13;-19;-155;F
Asus;6;5;-13;-20;-155;F
Asus;6;5;-12;20;-155;F
Asus;6;5;-12;19;-155;F
Asus;6;5;-12;18;-155;F
Asus;6;5;-12;17;-155;F
Asus;6;5;-12;16;-155;F
Asus;6;5;-12;15;-155;F
Asus;6;5;-12;14;-155;F
Asus;6;5;-12;13;-155;F
Asus;6;5;-12;12;-155;F
Asus;6;5;-12;11;-155;F
Asus;6;5;-12;10;-155;F
Asus;6;5;-12;9;-155;F
Asus;6;5;-12;8;-155;F
Asus;6;5;-12;7;-155;S
Asus;6;5;-12;6;-155;S
Asus;6;5;-12;5;-155;S
Asus;6;5;-12;4;-155;S
Asus;6;5;-12;3;-155;S
Asus;6;5;-12;2;-155;S
Asus;6;5;-12;1;-155;S
Asus;6;5;-12;0;-155;S
Asus;6;5;-12;-1;-155;S
Asus;6;5;-12;-2;-155;S
Asus;6;5;-12;-3;-155;S
Asus;6;5;-12;-4;-155;S
Asus;6;5;-12;-5;-155;S
Asus;6;5;-12;-6;-155;S
Asus;6;5;-12;-7;-155;S
Asus;6;5;-12;-8;-155;S
Asus;6;5;-12;-9;-155;F
Asus;6;5;-12;-10;-155;F
Asus;6;5;-12;-11;-155;F
Asus;6;5;-12;-12;-155;F
Asus;6;5;-12;-13;-155;F
Asus;6;5;-12;-14;-155;F
Asus;6;5;-12;-15;-155;F
Asus;6;5;-12;-16;-155;F
Asus;6;5;-12;-17;-155;F
Asus;6;5;-12;-18;-155;F
Asus;6;5;-12;-19;-155;F
Asus;6;5;-12;-20;-155;F
Asus;6;5;-11;20;-155;F
Asus;6;5;-11;19;-155;F
Asus;6;5;-11;18;-155;F
Asus;6;5;-11;17;-155;F
Asus;6;5;-11;16;-155;F
Asus;6;5;-11;15;-155;F
Asus;6;5;-11;14;-155;F
Asus;6;5;-11;13;-155;F
Asus;6;5;-11;12;-155;F
Asus;6;5;-11;11;-155;F
Asus;6;5;-11;10;-155;F
Asus;6;5;-11;9;-155;F
Asus;6;5;-11;8;-155;F
Asus;6;5;-11;7;-155;S
Asus;6;5;-11;6;-155;S
Asus;6;5;-11;5;-155;S
Asus;6;5;-11;4;-155;S
Asus;6;5;-11;3;-155;S
Asus;6;5;-11;2;-155;S
Asus;6;5;-11;1;-155;S
Asus;6;5;-11;0;-155;S
Asus;6;5;-11;-1;-155;S
Asus;6;5;-11;-2;-155;S
Asus;6;5;-11;-3;-155;S
Asus;6;5;-11;-4;-155;S
Asus;6;5;-11;-5;-155;S
Asus;6;5;-11;-6;-155;S
Asus;6;5;-11;-7;-155;S
Asus;6;5;-11;-8;-155;S
Asus;6;5;-11;-9;-155;S
Asus;6;5;-11;-10;-155;F
Asus;6;5;-11;-11;-155;F
Asus;6;5;-11;-12;-155;F
Asus;6;5;-11;-13;-155;F
Asus;6;5;-11;-14;-155;F
Asus;6;5;-11;-15;-155;F
Asus;6;5;-11;-16;-155;F
Asus;6;5;-11;-17;-155;F
Asus;6;5;-11;-18;-155;F
Asus;6;5;-11;-19;-155;F
Asus;6;5;-11;-20;-155;F
Asus;6;5;-10;20;-155;F
Asus;6;5;-10;19;-155;F
Asus;6;5;-10;18;-155;F
Asus;6;5;-10;17;-155;F
Asus;6;5;-10;16;-155;F
Asus;6;5;-10;15;-155;F
Asus;6;5;-10;14;-155;F
Asus;6;5;-10;13;-155;F
Asus;6;5;-10;12;-155;F
Asus;6;5;-10;11;-155;F
Asus;6;5;-10;10;-155;F
Asus;6;5;-10;9;-155;F
Asus;6;5;-10;8;-155;F
Asus;6;5;-10;7;-155;S
Asus;6;5;-10;6;-155;S
Asus;6;5;-10;5;-155;S
Asus;6;5;-10;4;-155;S
Asus;6;5;-10;3;-155;S
Asus;6;5;-10;2;-155;S
Asus;6;5;-10;1;-155;S
Asus;6;5;-10;0;-155;S
Asus;6;5;-10;-1;-155;S
Asus;6;5;-10;-2;-155;S
Asus;6;5;-10;-3;-155;S
Asus;6;5;-10;-4;-155;S
Asus;6;5;-10;-5;-155;S
Asus;6;5;-10;-6;-155;S
Asus;6;5;-10;-7;-155;S
Asus;6;5;-10;-8;-155;S
Asus;6;5;-10;-9;-155;S
Asus;6;5;-10;-10;-155;F
Asus;6;5;-10;-11;-155;F
Asus;6;5;-10;-12;-155;F
Asus;6;5;-10;-13;-155;F
Asus;6;5;-10;-14;-155;F
Asus;6;5;-10;-15;-155;F
Asus;6;5;-10;-16;-155;F
Asus;6;5;-10;-17;-155;F
Asus;6;5;-10;-18;-155;F
Asus;6;5;-10;-19;-155;F
Asus;6;5;-10;-20;-155;F
Asus;6;5;-9;20;-155;F
Asus;6;5;-9;19;-155;F
Asus;6;5;-9;18;-155;F
Asus;6;5;-9;17;-155;F
Asus;6;5;-9;16;-155;F
Asus;6;5;-9;15;-155;F
Asus;6;5;-9;14;-155;F
Asus;6;5;-9;13;-155;F
Asus;6;5;-9;12;-155;F
Asus;6;5;-9;11;-155;F
Asus;6;5;-9;10;-155;F
Asus;6;5;-9;9;-155;F
Asus;6;5;-9;8;-155;S
Asus;6;5;-9;7;-155;S
Asus;6;5;-9;6;-155;S
Asus;6;5;-9;5;-155;S
Asus;6;5;-9;4;-155;S
Asus;6;5;-9;3;-155;S
Asus;6;5;-9;2;-155;S
Asus;6;5;-9;1;-155;S
Asus;6;5;-9;0;-155;S
Asus;6;5;-9;-1;-155;S
Asus;6;5;-9;-2;-155;S
Asus;6;5;-9;-3;-155;S
Asus;6;5;-9;-4;-155;S
Asus;6;5;-9;-5;-155;S
Asus;6;5;-9;-6;-155;S
Asus;6;5;-9;-7;-155;S
Asus;6;5;-9;-8;-155;S
Asus;6;5;-9;-9;-155;F
Asus;6;5;-9;-10;-155;F
Asus;6;5;-9;-11;-155;F
Asus;6;5;-9;-12;-155;F
Asus;6;5;-9;-13;-155;F
Asus;6;5;-9;-14;-155;F
Asus;6;5;-9;-15;-155;F
Asus;6;5;-9;-16;-155;F
Asus;6;5;-9;-17;-155;F
Asus;6;5;-9;-18;-155;F
Asus;6;5;-9;-19;-155;F
Asus;6;5;-9;-20;-155;F
Asus;6;5;-8;20;-155;F
Asus;6;5;-8;19;-155;F
Asus;6;5;-8;18;-155;F
Asus;6;5;-8;17;-155;F
Asus;6;5;-8;16;-155;F
Asus;6;5;-8;15;-155;F
Asus;6;5;-8;14;-155;F
Asus;6;5;-8;13;-155;F
Asus;6;5;-8;12;-155;F
Asus;6;5;-8;11;-155;F
Asus;6;5;-8;10;-155;F
Asus;6;5;-8;9;-155;F
Asus;6;5;-8;8;-155;F
Asus;6;5;-8;7;-155;S
Asus;6;5;-8;6;-155;S
Asus;6;5;-8;5;-155;S
Asus;6;5;-8;4;-155;S
Asus;6;5;-8;3;-155;S
Asus;6;5;-8;2;-155;S
Asus;6;5;-8;1;-155;S
Asus;6;5;-8;0;-155;S
Asus;6;5;-8;-1;-155;S
Asus;6;5;-8;-2;-155;S
Asus;6;5;-8;-3;-155;S
Asus;6;5;-8;-4;-155;S
Asus;6;5;-8;-5;-155;S
Asus;6;5;-8;-6;-155;S
Asus;6;5;-8;-7;-155;S
Asus;6;5;-8;-8;-155;S
Asus;6;5;-8;-9;-155;F
Asus;6;5;-8;-10;-155;F
Asus;6;5;-8;-11;-155;F
Asus;6;5;-8;-12;-155;F
Asus;6;5;-8;-13;-155;F
Asus;6;5;-8;-14;-155;F
Asus;6;5;-8;-15;-155;F
Asus;6;5;-8;-16;-155;F
Asus;6;5;-8;-17;-155;F
Asus;6;5;-8;-18;-155;F
Asus;6;5;-8;-19;-155;F
Asus;6;5;-8;-20;-155;F
Asus;6;5;-7;20;-155;F
Asus;6;5;-7;19;-155;F
Asus;6;5;-7;18;-155;F
Asus;6;5;-7;17;-155;F
Asus;6;5;-7;16;-155;F
Asus;6;5;-7;15;-155;F
Asus;6;5;-7;14;-155;F
Asus;6;5;-7;13;-155;F
Asus;6;5;-7;12;-155;F
Asus;6;5;-7;11;-155;F
Asus;6;5;-7;10;-155;F
Asus;6;5;-7;9;-155;F
Asus;6;5;-7;8;-155;F
Asus;6;5;-7;7;-155;S
Asus;6;5;-7;6;-155;S
Asus;6;5;-7;5;-155;S
Asus;6;5;-7;4;-155;S
Asus;6;5;-7;3;-155;S
Asus;6;5;-7;2;-155;S
Asus;6;5;-7;1;-155;S
Asus;6;5;-7;0;-155;S
Asus;6;5;-7;-1;-155;S
Asus;6;5;-7;-2;-155;S
Asus;6;5;-7;-3;-155;S
Asus;6;5;-7;-4;-155;S
Asus;6;5;-7;-5;-155;S
Asus;6;5;-7;-6;-155;S
Asus;6;5;-7;-7;-155;S
Asus;6;5;-7;-8;-155;S
Asus;6;5;-7;-9;-155;S
Asus;6;5;-7;-10;-155;F
Asus;6;5;-7;-11;-155;F
Asus;6;5;-7;-12;-155;F
Asus;6;5;-7;-13;-155;F
Asus;6;5;-7;-14;-155;F
Asus;6;5;-7;-15;-155;F
Asus;6;5;-7;-16;-155;F
Asus;6;5;-7;-17;-155;F
Asus;6;5;-7;-18;-155;F
Asus;6;5;-7;-19;-155;F
Asus;6;5;-7;-20;-155;F
Asus;6;5;-6;20;-155;F
Asus;6;5;-6;19;-155;F
Asus;6;5;-6;18;-155;F
Asus;6;5;-6;17;-155;F
Asus;6;5;-6;16;-155;F
Asus;6;5;-6;15;-155;F
Asus;6;5;-6;14;-155;F
Asus;6;5;-6;13;-155;F
Asus;6;5;-6;12;-155;F
Asus;6;5;-6;11;-155;F
Asus;6;5;-6;10;-155;F
Asus;6;5;-6;9;-155;F
Asus;6;5;-6;8;-155;F
Asus;6;5;-6;7;-155;S
Asus;6;5;-6;6;-155;S
Asus;6;5;-6;5;-155;S
Asus;6;5;-6;4;-155;S
Asus;6;5;-6;3;-155;S
Asus;6;5;-6;2;-155;S
Asus;6;5;-6;1;-155;S
Asus;6;5;-6;0;-155;S
Asus;6;5;-6;-1;-155;S
Asus;6;5;-6;-2;-155;S
Asus;6;5;-6;-3;-155;S
Asus;6;5;-6;-4;-155;S
Asus;6;5;-6;-5;-155;S
Asus;6;5;-6;-6;-155;S
Asus;6;5;-6;-7;-155;S
Asus;6;5;-6;-8;-155;S
Asus;6;5;-6;-9;-155;F
Asus;6;5;-6;-10;-155;F
Asus;6;5;-6;-11;-155;F
Asus;6;5;-6;-12;-155;F
Asus;6;5;-6;-13;-155;F
Asus;6;5;-6;-14;-155;F
Asus;6;5;-6;-15;-155;F
Asus;6;5;-6;-16;-155;F
Asus;6;5;-6;-17;-155;F
Asus;6;5;-6;-18;-155;F
Asus;6;5;-6;-19;-155;F
Asus;6;5;-6;-20;-155;F
Asus;6;5;-5;20;-155;F
Asus;6;5;-5;19;-155;F
Asus;6;5;-5;18;-155;F
Asus;6;5;-5;17;-155;F
Asus;6;5;-5;16;-155;F
Asus;6;5;-5;15;-155;F
Asus;6;5;-5;14;-155;F
Asus;6;5;-5;13;-155;F
Asus;6;5;-5;12;-155;F
Asus;6;5;-5;11;-155;F
Asus;6;5;-5;10;-155;F
Asus;6;5;-5;9;-155;F
Asus;6;5;-5;8;-155;F
Asus;6;5;-5;7;-155;S
Asus;6;5;-5;6;-155;S
Asus;6;5;-5;5;-155;S
Asus;6;5;-5;4;-155;S
Asus;6;5;-5;3;-155;S
Asus;6;5;-5;2;-155;S
Asus;6;5;-5;1;-155;S
Asus;6;5;-5;0;-155;F
Asus;6;5;-5;-1;-155;S
Asus;6;5;-5;-2;-155;F
Asus;6;5;-5;-3;-155;F
Asus;6;5;-5;-4;-155;F
Asus;6;5;-5;-5;-155;S
Asus;6;5;-5;-6;-155;F
Asus;6;5;-5;-7;-155;F
Asus;6;5;-5;-8;-155;F
Asus;6;5;-5;-9;-155;F
Asus;6;5;-5;-10;-155;F
Asus;6;5;-5;-11;-155;F
Asus;6;5;-5;-12;-155;F
Asus;6;5;-5;-13;-155;F
Asus;6;5;-5;-14;-155;F
Asus;6;5;-5;-15;-155;F
Asus;6;5;-5;-16;-155;F
Asus;6;5;-5;-17;-155;F
Asus;6;5;-5;-18;-155;F
Asus;6;5;-5;-19;-155;F
Asus;6;5;-5;-20;-155;F
Asus;6;5;-4;20;-155;F
Asus;6;5;-4;19;-155;F
Asus;6;5;-4;18;-155;F
Asus;6;5;-4;17;-155;F
Asus;6;5;-4;16;-155;F
Asus;6;5;-4;15;-155;F
Asus;6;5;-4;14;-155;F
Asus;6;5;-4;13;-155;F
Asus;6;5;-4;12;-155;F
Asus;6;5;-4;11;-155;F
Asus;6;5;-4;10;-155;F
Asus;6;5;-4;9;-155;F
Asus;6;5;-4;8;-155;F
Asus;6;5;-4;7;-155;F
Asus;6;5;-4;6;-155;F
Asus;6;5;-4;5;-155;F
Asus;6;5;-4;4;-155;F
Asus;6;5;-4;3;-155;F
Asus;6;5;-4;2;-155;F
Asus;6;5;-4;1;-155;F
Asus;6;5;-4;0;-155;F
Asus;6;5;-4;-1;-155;F
Asus;6;5;-4;-2;-155;F
Asus;6;5;-4;-3;-155;F
Asus;6;5;-4;-4;-155;F
Asus;6;5;-4;-5;-155;F
Asus;6;5;-4;-6;-155;F
Asus;6;5;-4;-7;-155;F
Asus;6;5;-4;-8;-155;F
Asus;6;5;-4;-9;-155;F
Asus;6;5;-4;-10;-155;F
Asus;6;5;-4;-11;-155;F
Asus;6;5;-4;-12;-155;F
Asus;6;5;-4;-13;-155;F
Asus;6;5;-4;-14;-155;F
Asus;6;5;-4;-15;-155;F
Asus;6;5;-4;-16;-155;F
Asus;6;5;-4;-17;-155;F
Asus;6;5;-4;-18;-155;F
Asus;6;5;-4;-19;-155;F
Asus;6;5;-4;-20;-155;F
Asus;6;5;-3;20;-155;F
Asus;6;5;-3;19;-155;F
Asus;6;5;-3;18;-155;F
Asus;6;5;-3;17;-155;F
Asus;6;5;-3;16;-155;F
Asus;6;5;-3;15;-155;F
Asus;6;5;-3;14;-155;F
Asus;6;5;-3;13;-155;F
Asus;6;5;-3;12;-155;F
Asus;6;5;-3;11;-155;F
Asus;6;5;-3;10;-155;F
Asus;6;5;-3;9;-155;F
Asus;6;5;-3;8;-155;F
Asus;6;5;-3;7;-155;F
Asus;6;5;-3;6;-155;F
Asus;6;5;-3;5;-155;F
Asus;6;5;-3;4;-155;F
Asus;6;5;-3;3;-155;F
Asus;6;5;-3;2;-155;F
Asus;6;5;-3;1;-155;F
Asus;6;5;-3;0;-155;F
Asus;6;5;-3;-1;-155;F
Asus;6;5;-3;-2;-155;F
Asus;6;5;-3;-3;-155;F
Asus;6;5;-3;-4;-155;F
Asus;6;5;-3;-5;-155;F
Asus;6;5;-3;-6;-155;F
Asus;6;5;-3;-7;-155;F
Asus;6;5;-3;-8;-155;F
Asus;6;5;-3;-9;-155;F
Asus;6;5;-3;-10;-155;F
Asus;6;5;-3;-11;-155;F
Asus;6;5;-3;-12;-155;F
Asus;6;5;-3;-13;-155;F
Asus;6;5;-3;-14;-155;F
Asus;6;5;-3;-15;-155;F
Asus;6;5;-3;-16;-155;F
Asus;6;5;-3;-17;-155;F
Asus;6;5;-3;-18;-155;F
Asus;6;5;-3;-19;-155;F
Asus;6;5;-3;-20;-155;F
Asus;6;5;-2;20;-155;F
Asus;6;5;-2;19;-155;F
Asus;6;5;-2;18;-155;F
Asus;6;5;-2;17;-155;F
Asus;6;5;-2;16;-155;F
Asus;6;5;-2;15;-155;F
Asus;6;5;-2;14;-155;F
Asus;6;5;-2;13;-155;F
Asus;6;5;-2;12;-155;F
Asus;6;5;-2;11;-155;F
Asus;6;5;-2;10;-155;F
Asus;6;5;-2;9;-155;F
Asus;6;5;-2;8;-155;F
Asus;6;5;-2;7;-155;F
Asus;6;5;-2;6;-155;F
Asus;6;5;-2;5;-155;F
Asus;6;5;-2;4;-155;F
Asus;6;5;-2;3;-155;F
Asus;6;5;-2;2;-155;F
Asus;6;5;-2;1;-155;F
Asus;6;5;-2;0;-155;F
Asus;6;5;-2;-1;-155;F
Asus;6;5;-2;-2;-155;F
Asus;6;5;-2;-3;-155;F
Asus;6;5;-2;-4;-155;F
Asus;6;5;-2;-5;-155;F
Asus;6;5;-2;-6;-155;F
Asus;6;5;-2;-7;-155;F
Asus;6;5;-2;-8;-155;F
Asus;6;5;-2;-9;-155;F
Asus;6;5;-2;-10;-155;F
Asus;6;5;-2;-11;-155;F
Asus;6;5;-2;-12;-155;F
Asus;6;5;-2;-13;-155;F
Asus;6;5;-2;-14;-155;F
Asus;6;5;-2;-15;-155;F
Asus;6;5;-2;-16;-155;F
Asus;6;5;-2;-17;-155;F
Asus;6;5;-2;-18;-155;F
Asus;6;5;-2;-19;-155;F
Asus;6;5;-2;-20;-155;F
Asus;6;5;-1;20;-155;F
Asus;6;5;-1;19;-155;F
Asus;6;5;-1;18;-155;F
Asus;6;5;-1;17;-155;F
Asus;6;5;-1;16;-155;F
Asus;6;5;-1;15;-155;F
Asus;6;5;-1;14;-155;F
Asus;6;5;-1;13;-155;F
Asus;6;5;-1;12;-155;F
Asus;6;5;-1;11;-155;F
Asus;6;5;-1;10;-155;F
Asus;6;5;-1;9;-155;F
Asus;6;5;-1;8;-155;F
Asus;6;5;-1;7;-155;F
Asus;6;5;-1;6;-155;F
Asus;6;5;-1;5;-155;F
Asus;6;5;-1;4;-155;F
Asus;6;5;-1;3;-155;F
Asus;6;5;-1;2;-155;F
Asus;6;5;-1;1;-155;F
Asus;6;5;-1;0;-155;F
Asus;6;5;-1;-1;-155;F
Asus;6;5;-1;-2;-155;F
Asus;6;5;-1;-3;-155;F
Asus;6;5;-1;-4;-155;F
Asus;6;5;-1;-5;-155;F
Asus;6;5;-1;-6;-155;F
Asus;6;5;-1;-7;-155;F
Asus;6;5;-1;-8;-155;F
Asus;6;5;-1;-9;-155;F
Asus;6;5;-1;-10;-155;F
Asus;6;5;-1;-11;-155;F
Asus;6;5;-1;-12;-155;F
Asus;6;5;-1;-13;-155;F
Asus;6;5;-1;-14;-155;F
Asus;6;5;-1;-15;-155;F
Asus;6;5;-1;-16;-155;F
Asus;6;5;-1;-17;-155;F
Asus;6;5;-1;-18;-155;F
Asus;6;5;-1;-19;-155;F
Asus;6;5;-1;-20;-155;F
Asus;6;5;0;20;-155;F
Asus;6;5;0;19;-155;F
Asus;6;5;0;18;-155;F
Asus;6;5;0;17;-155;F
Asus;6;5;0;16;-155;F
Asus;6;5;0;15;-155;F
Asus;6;5;0;14;-155;F
Asus;6;5;0;13;-155;F
Asus;6;5;0;12;-155;F
Asus;6;5;0;11;-155;F
Asus;6;5;0;10;-155;F
Asus;6;5;0;9;-155;F
Asus;6;5;0;8;-155;F
Asus;6;5;0;7;-155;F
Asus;6;5;0;6;-155;F
Asus;6;5;0;5;-155;F
Asus;6;5;0;4;-155;F
Asus;6;5;0;3;-155;F
Asus;6;5;0;2;-155;F
Asus;6;5;0;1;-155;F
Asus;6;5;0;0;-155;F
Asus;6;5;0;-1;-155;F
Asus;6;5;0;-2;-155;F
Asus;6;5;0;-3;-155;F
Asus;6;5;0;-4;-155;F
Asus;6;5;0;-5;-155;F
Asus;6;5;0;-6;-155;F
Asus;6;5;0;-7;-155;F
Asus;6;5;0;-8;-155;F
Asus;6;5;0;-9;-155;F
Asus;6;5;0;-10;-155;F
Asus;6;5;0;-11;-155;F
Asus;6;5;0;-12;-155;F
Asus;6;5;0;-13;-155;F
Asus;6;5;0;-14;-155;F
Asus;6;5;0;-15;-155;F
Asus;6;5;0;-16;-155;F
Asus;6;5;0;-17;-155;F
Asus;6;5;0;-18;-155;F
Asus;6;5;0;-19;-155;F
Asus;6;5;0;-20;-155;F
Asus;6;5;1;20;-155;F
Asus;6;5;1;19;-155;F
Asus;6;5;1;18;-155;F
Asus;6;5;1;17;-155;F
Asus;6;5;1;16;-155;F
Asus;6;5;1;15;-155;F
Asus;6;5;1;14;-155;F
Asus;6;5;1;13;-155;F
Asus;6;5;1;12;-155;F
Asus;6;5;1;11;-155;F
Asus;6;5;1;10;-155;F
Asus;6;5;1;9;-155;F
Asus;6;5;1;8;-155;F
Asus;6;5;1;7;-155;F
Asus;6;5;1;6;-155;F
Asus;6;5;1;5;-155;F
Asus;6;5;1;4;-155;F
Asus;6;5;1;3;-155;F
Asus;6;5;1;2;-155;F
Asus;6;5;1;1;-155;F
Asus;6;5;1;0;-155;F
Asus;6;5;1;-1;-155;F
Asus;6;5;1;-2;-155;F
Asus;6;5;1;-3;-155;F
Asus;6;5;1;-4;-155;F
Asus;6;5;1;-5;-155;F
Asus;6;5;1;-6;-155;F
Asus;6;5;1;-7;-155;F
Asus;6;5;1;-8;-155;F
Asus;6;5;1;-9;-155;F
Asus;6;5;1;-10;-155;F
Asus;6;5;1;-11;-155;F
Asus;6;5;1;-12;-155;F
Asus;6;5;1;-13;-155;F
Asus;6;5;1;-14;-155;F
Asus;6;5;1;-15;-155;F
Asus;6;5;1;-16;-155;F
Asus;6;5;1;-17;-155;F
Asus;6;5;1;-18;-155;F
Asus;6;5;1;-19;-155;F
Asus;6;5;1;-20;-155;F
Asus;6;5;2;20;-155;F
Asus;6;5;2;19;-155;F
Asus;6;5;2;18;-155;F
Asus;6;5;2;17;-155;F
Asus;6;5;2;16;-155;F
Asus;6;5;2;15;-155;F
Asus;6;5;2;14;-155;F
Asus;6;5;2;13;-155;F
Asus;6;5;2;12;-155;F
Asus;6;5;2;11;-155;F
Asus;6;5;2;10;-155;F
Asus;6;5;2;9;-155;F
Asus;6;5;2;8;-155;F
Asus;6;5;2;7;-155;F
Asus;6;5;2;6;-155;F
Asus;6;5;2;5;-155;F
Asus;6;5;2;4;-155;F
Asus;6;5;2;3;-155;F
Asus;6;5;2;2;-155;F
Asus;6;5;2;1;-155;F
Asus;6;5;2;0;-155;F
Asus;6;5;2;-1;-155;F
Asus;6;5;2;-2;-155;F
Asus;6;5;2;-3;-155;F
Asus;6;5;2;-4;-155;F
Asus;6;5;2;-5;-155;F
Asus;6;5;2;-6;-155;F
Asus;6;5;2;-7;-155;F
Asus;6;5;2;-8;-155;F
Asus;6;5;2;-9;-155;F
Asus;6;5;2;-10;-155;F
Asus;6;5;2;-11;-155;F
Asus;6;5;2;-12;-155;F
Asus;6;5;2;-13;-155;F
Asus;6;5;2;-14;-155;F
Asus;6;5;2;-15;-155;F
Asus;6;5;2;-16;-155;F
Asus;6;5;2;-17;-155;F
Asus;6;5;2;-18;-155;F
Asus;6;5;2;-19;-155;F
Asus;6;5;2;-20;-155;F
Asus;6;5;3;20;-155;F
Asus;6;5;3;19;-155;F
Asus;6;5;3;18;-155;F
Asus;6;5;3;17;-155;F
Asus;6;5;3;16;-155;F
Asus;6;5;3;15;-155;F
Asus;6;5;3;14;-155;F
Asus;6;5;3;13;-155;F
Asus;6;5;3;12;-155;F
Asus;6;5;3;11;-155;F
Asus;6;5;3;10;-155;F
Asus;6;5;3;9;-155;F
Asus;6;5;3;8;-155;F
Asus;6;5;3;7;-155;F
Asus;6;5;3;6;-155;F
Asus;6;5;3;5;-155;F
Asus;6;5;3;4;-155;F
Asus;6;5;3;3;-155;F
Asus;6;5;3;2;-155;F
Asus;6;5;3;1;-155;F
Asus;6;5;3;0;-155;F
Asus;6;5;3;-1;-155;F
Asus;6;5;3;-2;-155;F
Asus;6;5;3;-3;-155;F
Asus;6;5;3;-4;-155;F
Asus;6;5;3;-5;-155;F
Asus;6;5;3;-6;-155;F
Asus;6;5;3;-7;-155;F
Asus;6;5;3;-8;-155;F
Asus;6;5;3;-9;-155;F
Asus;6;5;3;-10;-155;F
Asus;6;5;3;-11;-155;F
Asus;6;5;3;-12;-155;F
Asus;6;5;3;-13;-155;F
Asus;6;5;3;-14;-155;F
Asus;6;5;3;-15;-155;F
Asus;6;5;3;-16;-155;F
Asus;6;5;3;-17;-155;F
Asus;6;5;3;-18;-155;F
Asus;6;5;3;-19;-155;F
Asus;6;5;3;-20;-155;F
Asus;6;5;4;20;-155;F
Asus;6;5;4;19;-155;F
Asus;6;5;4;18;-155;F
Asus;6;5;4;17;-155;F
Asus;6;5;4;16;-155;F
Asus;6;5;4;15;-155;F
